"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-M04"
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.PAK.Q","OBS_VALUE","Nepal","Trade balance goods, US dollar","Pakistan","Quarterly","Millions","","-1102230.0","","","","-825482.0","","","","-1684505.0","","","","-679804.0","","","","","-557957.0","","","","-800083.0","","","","-853618.0","","","","-745547.0","","","","","-626215.0","","","","-562268.0","","","","-1228230.0","","","","-561570.0","","","","","-221654.0","","","","-319180.0","","","","-143733.0","","","","-857350.0","","","","-418811.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.TBG_USD.MDV.Q","OBS_VALUE","Nepal","Trade balance goods, US dollar","Maldives","Quarterly","Millions","","5654.0","","","","","","","","-2900.0","","","","16534.0","","","","","9722.0","","","","141841.0","","","","-2199.0","","","","-2199.0","","","","","9926.0","","","","171069.0","","","","561.0","","","","-855.0","","","","","171876.0","","","","-589.0","","","","2098.0","","","","114180.0","","","","4016.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.TBG_USD.AFG.Q","OBS_VALUE","Sri Lanka","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","902406.0","","","","-8521.0","","","","-315.0","","","","7349.0","","","","","43215.0","","","","176025.0","","","","127019.0","","","","335217.0","","","","","243729.0","","","","520753.0","","","","77297.0","","","","18908.0","","","","","295906.0","","","","196873.0","","","","125910.0","","","","50809.0","","","","53515.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.MG_CIF_USD.MDV.M","OBS_VALUE","Nepal","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Monthly","Millions","","","","","","","","","","","","6898.0","","","","","","","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","","733.0","733.0","733.0","733.0"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.BGD.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Monthly","Millions","","","3199763.0","3596703.0","7021570.0","","4709198.0","5173927.0","1.0855799E7","","7504637.0","8532360.0","1.0792828E7","","8688733.0","6493666.0","6429200.0","","","4812673.0","8008639.0","9556145.0","","9161806.0","7604318.0","7938305.0","","5803232.0","7366404.0","5582576.0","","5410903.0","7167823.0","4513517.0","","","6922940.0","6311268.0","4614160.0","","3651384.0","5934577.0","6321424.0","","4345071.0","6577385.0","7202354.0","","5596989.0","4732063.0","4415581.0","","","8526409.0","7195995.0","5636407.0","","3596200.0","4172408.0","4013129.0","","4906914.0","5440017.0","8168467.0","","9474998.0","9208325.0","1.2356707E7","","9128469.0","8521293.0","1.114044E7","9225250.0"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.BGD.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Quarterly","Millions","","1.3818036E7","","","","2.0738924E7","","","","2.6829825E7","","","","2.1611599E7","","","","","2.2377457E7","","","","2.4704429E7","","","","1.8752212E7","","","","1.7092243E7","","","","","1.7848368E7","","","","1.5907385E7","","","","1.812481E7","","","","1.4744633E7","","","","","2.1358811E7","","","","1.1781737E7","","","","1.8515398E7","","","","3.104003E7","","","","2.8790202E7","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.BGD.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Quarterly","Millions","","4.1229058E7","","","","6.0940769E7","","","","5.9474223E7","","","","5.9952923E7","","","","","6.4852929E7","","","","4.8960441E7","","","","4.7543681E7","","","","5.6182692E7","","","","","5.5483697E7","","","","4.3461313E7","","","","3.9825256E7","","","","3.5104414E7","","","","","4.2817534E7","","","","6.8277103E7","","","","5.1679899E7","","","","7.6514251E7","","","","8.5177449E7","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.BGD.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Monthly","Millions","","","1.25554E7","1.0664866E7","1.8008792E7","","1.3357661E7","2.5953495E7","2.1629613E7","","2.5063262E7","1.8805489E7","1.5605472E7","","1.8124669E7","2.5450984E7","1.637727E7","","","3.4029017E7","1.6032099E7","1.4791813E7","","1.4690839E7","1.8605083E7","1.5664519E7","","1.5516132E7","1.8184808E7","1.3842741E7","","1.951245E7","1.3208049E7","2.3462193E7","","","1.3943637E7","1.9363966E7","2.2176094E7","","1.30873E7","1.7122572E7","1.3251441E7","","1.1785173E7","1.516442E7","1.2875663E7","","1.0988475E7","1.2209555E7","1.1906384E7","","","1.9163516E7","1.0657942E7","1.2996076E7","","1.4444518E7","3.6063659E7","1.7768926E7","","2.1870988E7","1.9456302E7","1.0352609E7","","2.211165E7","2.911956E7","2.5283041E7","","3.1281154E7","2.7436636E7","2.6459659E7","2.8426151E7"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.MDV.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Monthly","Millions","","","634316.0","645198.0","612341.0","","375650.0","254912.0","329224.0","","776377.0","618875.0","318738.0","","666395.0","379897.0","1016015.0","","","924483.0","457340.0","436863.0","","375472.0","129686.0","459719.0","","202465.0","253926.0","265329.0","","335221.0","243852.0","284177.0","","","267295.0","435743.0","226191.0","","168783.0","112499.0","132163.0","","246920.0","291166.0","133397.0","","224416.0","341213.0","414300.0","","","201896.0","159397.0","274519.0","","182576.0","227534.0","258437.0","","162905.0","366960.0","534806.0","","563326.0","511466.0","661682.0","","493304.0","464441.0","612057.0","510629.0"
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.MDV.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Maldives","Quarterly","Millions","","2.1356686E7","","","","1.9479628E7","","","","2.6221534E7","","","","3.5604242E7","","","","","2.6953932E7","","","","2.5373655E7","","","","2.6480082E7","","","","2.7378681E7","","","","","2.9122757E7","","","","2.4884026E7","","","","2.8459257E7","","","","3.007126E7","","","","","3.4792405E7","","","","2.972549E7","","","","3.0394807E7","","","","5.6446434E7","","","","6.2926248E7","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.MMR.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Myanmar","Monthly","Millions","","","563875.0","916969.0","602714.0","","1748952.0","643673.0","374226.0","","202010.0","862822.0","52661.0","","448269.0","313651.0","869505.0","","","530094.0","1496017.0","421495.0","","500389.0","121711.0","42697.0","","131714.0","102210.0","89516.0","","644323.0","1102235.0","1997144.0","","","431183.0","167729.0","1887662.0","","61025.0","545490.0","215871.0","","114407.0","391142.0","122513.0","","85814.0","99370.0","3099.0","","","35126.0","175594.0","230798.0","","403533.0","981577.0","2130881.0","","259719.0","685844.0","96047.0","","138541.0","151540.0","214475.0","","155541.0","142643.0","183343.0","149372.0"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.IND.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","India","Monthly","Millions","","","2.73929398E8","3.16194442E8","4.6280786E8","","3.24404024E8","3.68115212E8","3.49834996E8","","3.74936486E8","3.21778346E8","3.25717868E8","","3.55960198E8","4.01159599E8","5.43004244E8","","","4.43878619E8","4.77139534E8","5.50444989E8","","5.29817127E8","4.13665287E8","3.16651584E8","","2.64723269E8","4.05141348E8","3.04289812E8","","3.50125608E8","2.50732686E8","2.7394775E8","","","2.73556316E8","2.32705473E8","2.93794175E8","","2.44021519E8","3.00378979E8","2.22881836E8","","2.13807043E8","3.08117892E8","2.19757152E8","","2.74524866E8","2.49917422E8","2.45099138E8","","","3.05407883E8","2.58308911E8","3.41888724E8","","3.20332891E8","2.8079722E8","2.59757698E8","","3.31189482E8","3.28815227E8","2.96438156E8","","3.22281694E8","2.99651413E8","3.92935647E8","","2.92178962E8","2.74415232E8","3.60818095E8","3.00393289E8"
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.BTN.Q","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Bhutan","Quarterly","Millions","","1041560.0","","","","1365500.0","","","","2137231.0","","","","1954041.0","","","","","1161575.0","","","","965929.0","","","","1051108.0","","","","918333.0","","","","","886547.0","","","","917524.0","","","","943504.0","","","","859147.0","","","","","876625.0","","","","902105.0","","","","887902.0","","","","1121623.0","","","","1901870.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.AFG.Q","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","933294.0","","","","11483.0","","","","1452.0","","","","7533.0","","","","","73470.0","","","","230035.0","","","","127019.0","","","","340777.0","","","","","246467.0","","","","524696.0","","","","77297.0","","","","135034.0","","","","","316095.0","","","","223111.0","","","","128752.0","","","","61379.0","","","","63290.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.MMR.Q","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","Myanmar","Quarterly","Millions","","65177.0","","","","85449.0","","","","133741.0","","","","122278.0","","","","","272896.0","","","","226932.0","","","","246944.0","","","","215751.0","","","","","208282.0","","","","215559.0","","","","221663.0","","","","201845.0","","","","","205951.0","","","","211937.0","","","","208601.0","","","","263510.0","","","","446818.0","","","",""
"IMF.STA:IMTS(1.0.0)","NPL.XG_FOB_USD.IND.Q","OBS_VALUE","Nepal","Exports of goods, Free on board (FOB), US dollar","India","Quarterly","Millions","","2.02320224E8","","","","2.93386833E8","","","","4.55389477E8","","","","3.82629288E8","","","","","2.59254191E8","","","","2.17847015E8","","","","2.34328624E8","","","","2.23981436E8","","","","","1.97768732E8","","","","2.43345384E8","","","","1.93231684E8","","","","2.08250431E8","","","","","2.13062238E8","","","","1.95007559E8","","","","1.90835849E8","","","","3.07534502E8","","","","5.37558989E8","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.AFG.M","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","667.0","1988.0","28233.0","","905.0","17420.0","1679.0","","1767.0","","","","","","184.0","","","26950.0","3305.0","","","","54010.0","","","","","","","3383.0","","2177.0","","","","","2738.0","","","","3943.0","","","","","","28320.0","84964.0","2842.0","","","20189.0","","","","","101.0","26137.0","","","","2842.0","","3252.0","3133.0","4185.0","","3096.0","2893.0","3786.0","3138.0"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.AFG.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","30888.0","","","","20004.0","","","","1767.0","","","","184.0","","","","","30255.0","","","","54010.0","","","","","","","","5560.0","","","","","2738.0","","","","3943.0","","","","","","","","116126.0","","","","","20189.0","","","","26238.0","","","","2842.0","","","","10570.0","","","","9775.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.AFG.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","24296.0","635337.0","273661.0","","","11483.0","","","","","1452.0","","7533.0","","","","","7494.0","","65976.0","","74905.0","85780.0","69350.0","","83677.0","","43342.0","","29766.0","143916.0","167095.0","","","94636.0","93365.0","58466.0","","86610.0","269124.0","168962.0","","12633.0","12001.0","52663.0","","18559.0","104083.0","12392.0","","","45089.0","125548.0","145458.0","","66088.0","","157023.0","","","106494.0","22258.0","","22008.0","21882.0","17489.0","","22458.0","20425.0","20407.0","22690.0"
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.IND.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","India","Quarterly","Millions","","1.0529317E9","","","","1.042354232E9","","","","1.0224327E9","","","","1.300124041E9","","","","","1.471463142E9","","","","1.260133998E9","","","","9.74154429E8","","","","8.74806044E8","","","","","8.00055964E8","","","","7.67282334E8","","","","7.41682087E8","","","","7.69541426E8","","","","","9.05605518E8","","","","8.60887809E8","","","","9.56442865E8","","","","1.014868754E9","","","","9.27412289E8","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.XG_FOB_USD.MDV.M","OBS_VALUE","Sri Lanka","Exports of goods, Free on board (FOB), US dollar","Maldives","Monthly","Millions","","","6025857.0","6381395.0","8949434.0","","5499555.0","7328313.0","6651760.0","","1.0610828E7","8698017.0","6912689.0","","1.397509E7","1.1866853E7","9762299.0","","","8389487.0","9266663.0","9297782.0","","7512782.0","7657379.0","1.0203494E7","","7594241.0","9566817.0","9319024.0","","8615723.0","1.0871238E7","7891720.0","","","7919506.0","9545970.0","1.1657281E7","","7071098.0","8140293.0","9672635.0","","8568554.0","9648323.0","1.024238E7","","9758544.0","1.0809748E7","9502968.0","","","9749773.0","1.2297058E7","1.2745574E7","","9800046.0","1.0100331E7","9825113.0","","1.063145E7","1.1969473E7","7793884.0","","1.6354047E7","2.1463147E7","1.862924E7","","2.3079801E7","2.0270741E7","1.9575706E7","2.1059571E7"
"IMF.STA:IMTS(1.0.0)","IND.XG_FOB_USD.MMR.Q","OBS_VALUE","India","Exports of goods, Free on board (FOB), US dollar","Myanmar","Quarterly","Millions","","1.65715815E8","","","","1.3949E8","","","","2.51885361E8","","","","2.79782637E8","","","","","2.21268901E8","","","","1.78573E8","","","","1.77994733E8","","","","1.88374444E8","","","","","2.61980457E8","","","","1.80281145E8","","","","1.56602343E8","","","","1.61989191E8","","","","","1.7152E8","","","","1.501E8","","","","1.5083E8","","","","1.4714E8","","","","1.6623E8","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.MDV.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Maldives","Quarterly","Millions","","1891855.0","","","","959786.0","","","","1713990.0","","","","2062307.0","","","","","1818686.0","","","","964877.0","","","","721720.0","","","","863250.0","","","","","929229.0","","","","413445.0","","","","671483.0","","","","979929.0","","","","","635812.0","","","","668547.0","","","","1064671.0","","","","1736474.0","","","","1569802.0","","","",""
"IMF.STA:IMTS(1.0.0)","LKA.MG_CIF_USD.PAK.Q","OBS_VALUE","Sri Lanka","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Quarterly","Millions","","9.190031E7","","","","9.0440441E7","","","","9.6786193E7","","","","1.14987526E8","","","","","1.29664097E8","","","","7.3186605E7","","","","8.4388875E7","","","","7.4314379E7","","","","","6.8267411E7","","","","6.612129E7","","","","8.0387944E7","","","","1.08377908E8","","","","","1.19239128E8","","","","9.7330488E7","","","","1.22470844E8","","","","1.12970076E8","","","","9.8128739E7","","","",""
"IMF.STA:IMTS(1.0.0)","IND.TBG_USD.PAK.Q","OBS_VALUE","India","Trade balance goods, US dollar","Pakistan","Quarterly","Millions","","1.27961847E8","","","","1.1821E8","","","","1.4338339E8","","","","1.1096129E8","","","","","1.38667274E8","","","","1.87156074E8","","","","1.38719943E8","","","","1.4532354E8","","","","","1.37071005E8","","","","1.37621401E8","","","","1.49493683E8","","","","9.7377021E7","","","","","8.0143E8","","","","1.4067E8","","","","1.4201E8","","","","1.2171E8","","","","1.5296E8","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.MMR.A","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Myanmar","Annual","Millions","-1931475.0","","","","","","","","","","","","","","","","","-2539247.0","","","","","","","","","","","","","","","","","-1942946.0","","","","","","","","","","","","","","","","","-1721162.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.PAK.A","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Pakistan","Annual","Millions","4.6195553E7","","","","","","","","","","","","","","","","","4.3492711E7","","","","","","","","","","","","","","","","","1.689214E7","","","","","","","","","","","","","","","","","6.3080751E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.PAK.A","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Pakistan","Annual","Millions","-3.99216057E8","","","","","","","","","","","","","","","","","-3.12458265E8","","","","","","","","","","","","","","","","","-1.90877629E8","","","","","","","","","","","","","","","","","-1.5488719E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.IND.A","OBS_VALUE","Myanmar","Trade balance goods, US dollar","India","Annual","Millions","2.83562715E8","","","","","","","","","","","","","","","","","3.37736818E8","","","","","","","","","","","","","","","","","3.91181764E8","","","","","","","","","","","","","","","","","9.16310873E8","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.NPL.A","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Nepal","Annual","Millions","-2395.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.NPL.M","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Nepal","Monthly","Millions","","","-2395.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.NPL.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Nepal","Quarterly","Millions","","-2395.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.MG_CIF_USD.NPL.M","OBS_VALUE","Afghanistan, Islamic Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Nepal","Monthly","Millions","","","2395.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.XG_FOB_USD.MMR.A","OBS_VALUE","Afghanistan, Islamic Republic of","Exports of goods, Free on board (FOB), US dollar","Myanmar","Annual","Millions","456030.0","","","","","","","","","","","","","","","","","557596.0","","","","","","","","","","","","","","","","","812656.0","","","","","","","","","","","","","","","","","833620.0","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.BGD.A","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Bangladesh","Annual","Millions","7.18167616E8","","","","","","","","","","","","","","","","","7.68443543E8","","","","","","","","","","","","","","","","","6.29929386E8","","","","","","","","","","","","","","","","","7.3027853E8","","","","","","","","","","","","","","","","","","","","",""
